0,0.20967,5.0133e+08,4.0533e+06,1.4267e+08,8.313,2680.7,37.493,1.7203e+08,2445,4.694,6.5137e+07,2680.3,7.71e+09,0.02,0,298.33,0,0
0,0.22933,6.07e+08,2.7667e+06,1.4e+08,9.0493,1584.3,2.72,1.6667e+08,2759.2,0.91833,8.8667e+06,1582.3,8.3367e+09,0.016667,0,298.33,0,0
0,0.23667,5.8633e+08,2.6033e+06,1.3667e+08,9.031,1363,7.9467,1.9433e+08,2757.5,1.8317,8.47e+06,1361.7,8.8233e+09,0.013333,0,298.33,0,0
0,0.21967,4.9167e+08,2.7233e+06,1.2933e+08,9.038,1317.7,2.56,2.52e+08,2757.8,0.81367,9.8267e+06,1316.7,9.07e+09,0.013333,0,298.33,0,0
0.066667,0.25367,8.6267e+08,5.2567e+06,2.59e+08,12.316,2061.7,5.3867,2.9633e+08,2780.3,0.75133,1.0257e+07,2061,8.7733e+09,33.313,0.42667,307.45,0.034,1.2787
0.13333,0.22233,9.03e+08,5.3233e+06,2.6e+08,11.609,2456.3,6.7733,2.73e+08,2778.8,1.979,8.87e+06,2454.7,9.0667e+09,33.047,0,307.2,0.028667,1.2753
0.13333,0.28967,1.1467e+09,6.7267e+06,3.4033e+08,13.893,2483.7,6.5067,2.3033e+08,2791.7,0.74567,1.121e+07,2481.7,8.4267e+09,62.057,0,315.38,0.054,1.979
0.26667,0.31567,1.3367e+09,8.0933e+06,4.1867e+08,14.797,2857.7,9.9733,2.5633e+08,2802.3,2.3337,9.4067e+06,2856.3,8.67e+09,39.23,0.85333,308.63,0.062667,1.83
0.33333,0.36,1.78e+09,1.012e+07,5.63e+08,18.488,3250.3,9.1733,2.46e+08,2820.8,0.853,9.78e+06,3249.3,8.7833e+09,125.02,0,328.81,0.102,1.805
0.4,0.367,1.8433e+09,1.0317e+07,5.66e+08,18.76,3325,12.267,2.3833e+08,2824.1,1.069,9.0733e+06,3324.3,8.54e+09,70.857,0,314.69,0.102,1.9257
0.46667,0.368,2e+09,1.1013e+07,6.3167e+08,19.292,3217,9.44,2.48e+08,2834.1,1.9723,9.3067e+06,3214.7,8.7733e+09,151.39,1.8133,334.91,0.10867,1.9143
0.53333,0.36133,2.3467e+09,1.2933e+07,7.52e+08,23.742,3568,11.84,2.9233e+08,2852.4,1.1497,9.63e+06,3566,8.6867e+09,101.34,2.7737,321.19,0.14733,1.983
0.33333,0.359,1.7867e+09,9.7067e+06,5.5367e+08,19.612,2961.3,12.48,2.4067e+08,2824.6,0.855,1.0463e+07,2960.3,8.8333e+09,123.81,1.8133,330.62,0.10867,1.883
0.2,0.33933,1.1333e+09,6.64e+06,3.4433e+08,14.473,2577,52.587,2.09e+08,2792.8,3.386,9.1933e+06,2575,9.2567e+09,33.227,0,307.83,0.053333,1.8617
